unidade;ano;mes;grupo;subgrupo;exames
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;64
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;305
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3269
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;362
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;90
HEM;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;160
HEM;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;67
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;26746
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;79
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;81
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;1
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;323
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3305
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;278
HEM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;101
HEM;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;139
HEM;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;73
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;29657
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;99
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;110
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;377
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3753
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;369
HEM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;113
HEM;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;145
HEM;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;64
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;26608
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;129
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;64
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;392
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3603
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;389
HEM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;141
HEM;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;163
HEM;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;57
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;24889
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;132
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;93
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;2
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;363
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3574
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;453
HEM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;119
HEM;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;161
HJK;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;1
HJK;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;1
HJK;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25
HJK;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;1
HJK;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1
HJK;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;6
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;33
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;6175
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;4
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;26
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;35
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;177
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;2
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;930
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;134
HJK;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;74
HJK;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;876
HJK;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;73
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;303
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;52780
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;71
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;189
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;355
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1847
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;4
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;12781
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1229
HJK;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;916
HJK;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1826
HJK;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;45
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;264
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;53767
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;67
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;113
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;245
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1981
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;2
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;15220
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1158
HJK;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;758
HJK;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1595
HJK;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;77
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;164
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;56366
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;62
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;89
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;303
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1886
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;3
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;17015
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;957
HJK;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;879
HJK;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1438
HRBJA;2024;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;2
HRBJA;2024;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;1
HRBJA;2024;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;3
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;52
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3657
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;7
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;2
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;231
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;2
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1133
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;107
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;42
HRBJA;2024;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;118
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;44
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;27637
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;13
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;13
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1767
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;26
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8562
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1012
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;206
HRBJA;2024;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;532
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Coleta de material;8
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;49
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;28943
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;8
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;27
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1732
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;19
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8477
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1091
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;227
HRBJA;2024;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1025
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;52
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;26477
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;8
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;22
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1574
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;10
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7395
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1032
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;196
HRBJA;2024;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1067
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Coleta de material;5
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;58
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;27488
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;14
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;21
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1631
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;30
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7373
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;960
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;177
HRBJA;2024;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1190
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Coleta de material;1
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;29
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25946
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;3
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;21
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1629
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;16
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7050
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;986
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;203
HRBJA;2024;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1061
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;35
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;26469
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;13
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;26
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1796
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;17
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7528
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1009
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;204
HRBJA;2024;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1069
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;77
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;31398
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;19
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;29
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1860
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;26
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8224
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;961
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;310
HRBJA;2025;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1078
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;53
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;28526
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;11
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;20
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1645
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;14
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8077
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;892
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;221
HRBJA;2025;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1181
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Coleta de material;1
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;59
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;28194
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;17
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;31
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1948
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;16
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8920
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1053
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;257
HRBJA;2025;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1370
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;61
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;27846
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;6
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;23
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1930
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;14
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8230
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1073
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;258
HRBJA;2025;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1215
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;74
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;30543
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;14
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;21
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2031
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;23
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8880
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1158
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;328
HRBJA;2025;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1349
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Coleta de material;1
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;53
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;27788
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;7
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;32
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1956
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;2
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;23
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8355
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1168
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;283
HRBJA;2025;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1359
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;72
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;30716
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;9
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;31
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2213
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;10
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;9660
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1163
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;295
HRBJA;2025;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1465
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Coleta de material;1
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;81
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;32257
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;4
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;29
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2200
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;16
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;9483
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1253
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;312
HRBJA;2025;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1458
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;56
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;33297
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;14
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;27
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2084
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;4
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;44
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;9738
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1191
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;325
HRBJA;2025;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1406
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;87
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;32144
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;14
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;24
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2240
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;28
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8073
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1274
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;345
HRBJA;2025;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1498
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Coleta de material;1
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;97
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;28425
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;7
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;27
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1890
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;26
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7585
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1126
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;285
HRBJA;2025;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1433
