unidade;ano;mes;grupo;subgrupo;exames
CSSI;2024;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;460
CSSI;2024;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1866
CSSI;2024;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;359
CSSI;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3144
CSSI;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;539
CSSI;2024;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1192
CSSI;2024;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;240
CSSI;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;2806
CSSI;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;406
CSSI;2024;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1058
CSSI;2024;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;282
CSSI;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3011
CSSI;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;388
CSSI;2024;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1301
CSSI;2024;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;460
CSSI;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;2866
CSSI;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;375
CSSI;2024;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1581
CSSI;2024;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;290
CSSI;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3175
CSSI;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;455
CSSI;2024;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1419
CSSI;2024;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;545
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Coleta de material;1
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;2995
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;357
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1354
CSSI;2024;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;162
CSSI;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3081
CSSI;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;422
CSSI;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1431
CSSI;2024;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;345
CSSI;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3933
CSSI;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;280
CSSI;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1187
CSSI;2025;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;118
CSSI;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3390
CSSI;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;403
CSSI;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1165
CSSI;2025;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;232
CSSI;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3762
CSSI;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;265
CSSI;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1578
CSSI;2025;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;324
CSSI;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3365
CSSI;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;48
CSSI;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1567
CSSI;2025;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;322
CSSI;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3209
CSSI;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;59
CSSI;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1721
CSSI;2025;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;372
CSSI;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;2986
CSSI;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;7
CSSI;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1987
CSSI;2025;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;334
CSSI;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3423
CSSI;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
CSSI;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;10
CSSI;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1855
CSSI;2025;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;395
CSSI;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3940
CSSI;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;355
CSSI;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1888
CSSI;2025;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;330
CSSI;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4130
CSSI;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;425
CSSI;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1684
CSSI;2025;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;206
CSSI;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4015
CSSI;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;412
CSSI;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2220
CSSI;2025;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;83
CSSI;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3820
CSSI;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;310
CSSI;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1912
CSSI;2025;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;93
CSSI;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4375
CSSI;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
CSSI;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;344
CSSI;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1373
CSSI;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;117
CSSI;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4504
CSSI;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;326
CSSI;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1919
CSSI;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;131
CSSI;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4226
CSSI;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;344
CSSI;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1788
CSSI;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;1
CSSI;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;118
CSSI;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4613
CSSI;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;436
CSSI;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1690
CSSI;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;136
CSSI;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;4114
CSSI;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;426
CSSI;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1637
CSSI;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;116
CSSI;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;3904
CSSI;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
CSSI;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;456
CSSI;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1147
CSSI;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;131
HAC;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;1
HAC;2025;10;Procedimentos com finalidade diagnóstica;Coleta de material;8
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;48
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;16240
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;129
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;110
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;441
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;1977
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1
HAC;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;186
HAC;2025;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;245
HAC;2025;11;Procedimentos com finalidade diagnóstica;Coleta de material;29
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;93
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;29980
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;4
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;204
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;140
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;848
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3376
HAC;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;372
HAC;2025;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;252
HAC;2025;12;Procedimentos com finalidade diagnóstica;Coleta de material;37
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;115
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;29440
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;9
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;305
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;149
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;727
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3871
HAC;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;356
HAC;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;294
HAC;2026;1;Procedimentos com finalidade diagnóstica;Coleta de material;86
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;126
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;31176
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;2
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;285
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;131
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;698
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3443
HAC;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;318
HAC;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;307
HAC;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;36
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;153
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;29349
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;11
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;308
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;126
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;701
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2915
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1
HAC;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;374
HAC;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;252
HAC;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;38
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;147
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;32222
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;1
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;331
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;212
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;846
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2576
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1
HAC;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;409
HAC;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;242
HAC;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;33
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;138
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;29832
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;289
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;136
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;819
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2692
HAC;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;399
HAC;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;262
HAC;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;30
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;111
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;30193
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;360
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;195
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;853
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2673
HAC;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;337
HAC;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;214
HCM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;94
HCM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;1
HCM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2
HCM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;117
HCM;2025;12;Procedimentos com finalidade diagnóstica;Coleta de material;6
HCM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;743
HCM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;40
HCM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;54
HCM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;13
HCM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;573
HCM;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1
HCM;2026;1;Procedimentos com finalidade diagnóstica;Coleta de material;15
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;651
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;34
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;18
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;42
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;759
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1
HCM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;1
HCM;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;2
HCM;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;2
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;617
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;15
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;9
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;16
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;612
HCM;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1
HCM;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;5
HCM;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;6
HCM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;526
HCM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;23
HCM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;7
HCM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;96
HCM;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;341
HCM;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;2
HCM;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;5
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;490
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;13
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;1
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;28
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;53
HCM;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;224
HCM;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1
HCM;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;2
HCM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;550
HCM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;10
HCM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;22
HCM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;103
HCM;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;312
HCM;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;2
HEM;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;7
HEM;2025;6;;;3
HEM;2025;6;Procedimentos com finalidade diagnóstica;Coleta de material;53
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;14940
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;36
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;7
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;2
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;198
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3127
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;204
HEM;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;85
HEM;2025;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;197
HEM;2025;7;Procedimentos com finalidade diagnóstica;Coleta de material;60
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;28437
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;131
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;49
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;385
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;4951
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;309
HEM;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;100
HEM;2025;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;294
HEM;2025;8;Procedimentos com finalidade diagnóstica;Coleta de material;59
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25115
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;116
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;52
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;384
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;4678
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;403
HEM;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;106
HEM;2025;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;122
HEM;2025;9;Procedimentos com finalidade diagnóstica;Coleta de material;63
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25373
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;103
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;49
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;1
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;347
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;4391
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;389
HEM;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;119
HEM;2025;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;76
HEM;2025;10;Procedimentos com finalidade diagnóstica;Coleta de material;57
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25820
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;115
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;54
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;334
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;1
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3475
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;338
HEM;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;128
HEM;2025;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;187
HEM;2025;11;Procedimentos com finalidade diagnóstica;Coleta de material;45
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;23784
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;107
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;56
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;313
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;1
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2787
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;369
HEM;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;91
HEM;2025;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;225
HEM;2025;12;Procedimentos com finalidade diagnóstica;Coleta de material;39
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;2
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;25026
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;110
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;48
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;296
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2845
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;342
HEM;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;83
HEM;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;185
HEM;2026;1;Procedimentos com finalidade diagnóstica;Coleta de material;50
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;27595
HEM;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;127
